Question,Correct Answer
"Leia o excerto a seguir:“Embora o Android ofereça suporte para aceleração de hardware, alguns aparelhos e dispositivos que executam o Android tiveram problemas de desempenho com OpenGL ES no passado. Antes de embarcar em um projeto usando OpenGL, considere o hardware alvo e faça testes exaustivos para se certificar de que você não sobrecarregue o seu hardware com elementos gráficos OpenGL.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata das limitações do OpenGL ES ocorridas no passado e suas possíveis soluções. Considerando essas informações e o conteúdo estudado sobre a apresentação da OpenGL e RenderScript do Android, pode-se afirmar que a OpenGL ES foi desenvolvida:",pela Khronos Group e representa uma API espetacular para componentes gráficos nas versões 2D e 3D.
"Leia o excerto a seguir: “Um objeto Intent carrega informações que o sistema Android usa para determinar o componente a iniciar (como o nome exato do componente ou categoria do componente que deve receber o Intent), além de informações que o componente receptor usa para realizar a ação adequadamente (como a ação a tomar e os dados a usar. ”Fonte: DEVELOPERS. Intents e filtros de Intents. Disponível em: <https://developer.android.com/guide/components/Intents-filters?hl=pt-br>. Acesso em: 28 out. 2019.Considerando essas informações e o conteúdo estudado sobre o Intent de desenvolvimento Android, analise as afirmativas a seguir.I. O framework apresenta uma elevada influência dentro de um aplicativo Android, posto que aplica uma visão web direcionada para os aplicativos.II. A internet é extremamente poderosa, visto que as distâncias físicas foram reduzidas a um clique realizado pelo usuário. Estes cliques são denominados mainframes.III. As plataformas que apresentam situações rotineiras de um desktop ao utilizar um dispositivo móvel só serão possíveis se um conjunto reduzido de usuários do modelo hardcore for utilizado.IV. O uso de dispositivos móveis com menus longos e utilização de diversos aspectos costuma apresentar uma boa aceitação no mercado móvel.Está correto apenas o que se afirma em:",I e III.
"Leia o excerto a seguir:“Um ViewGroup é uma visão especial que pode conter outras visões, chamadas de filhos. O grupo de visões é a classe base para layouts e contêineres de visões. Essa classe também define a classe ViewGroup.LayoutParams, que serve como a classe base para os parâmetros de layouts.”Fonte: DEVELOPERS. ViewGroup. Disponível em: <https://developer.android.com/reference/android/view/ViewGroup>. Acesso em: 28 out. 2019. (Adaptado).O trecho apresentado traz a definição de uma Viewgroup. Considerando essas informações e o conteúdo estudado sobre os gerenciadores de layout, pode-se afirmar que uma ViewGroup é:",uma classe que dispõe de diversos componentes menores.
"Leia o excerto a seguir: “A conhecida classe Intent é usada para ativar BroadcastReceivers. Os parâmetros serão diferentes, dependendo de se você está iniciando uma Activity, um Service ou um BroadcastReceiver, mas é a mesma classe Intent usada por toda a plataforma Android.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata do uso de uma Intent nos modelos que compõem um Android. Considerando essas informações e o conteúdo estudado sobre os principais modelos de componentes Android, analise os modelos disponíveis a seguir e associe-os com suas respectivas características.1) Activity.2) Service.3) BroadcastReceiver.4) ContentProvider .( ) Pode ser utilizado dentro de uma base periódica, ligado a um alarme de sistema, e posteriormente ser encerrado, quando a atividade for executada de maneira completa.( ) É utilizado caso o aplicativo deseje receber/efetuar chamadas telefônicas ou mensagens.( ) Modelo que apresenta interfaces do usuário replicando situações iniciadas pelo sistema ou pelo usuário.( ) Utilizado, dentre outros aspectos, quando um elemento do aplicativo necessita de dados provenientes de outros aplicativos.Agora, assinale a alternativa que apresenta a sequência correta:","2, 3, 1, 4."
"Leia o trecho a seguir:“O arquivo AndroidManifest.xml existe na raiz do diretório do aplicativo e contém todas as relações projetadas entre um aplicativo específico e os Intents. Os arquivos AndroidManfest.xml agem como descritores de implementação de aplicativos Android.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata da definição de um arquivo AndroidManifest.xml e suas funcionalidades. Considerando essas informações e o conteúdo estudado sobre os principais modelos de componentes Android, pode-se afirmar que o aplicativo, ao inserir um componente receiver dentro do arquivo AndroidManfest.xml, indica que:",este aplicativo descreverá o nome inserido na classe BroadcastReceiver e seus IntentFilters.
"Leia o trecho a seguir: “Os Intents explícitos especificam qual aplicativo atenderá ao Intent, fornecendo o nome do pacote do aplicativo de destino ou o nome da classe de um componente totalmente qualificado. Normalmente, usa-se um Intent explícito para iniciar um componente no próprio aplicativo porque se sabe o nome de classe da atividade ou do serviço que se quer iniciar.”Fonte: DEVELOPERS. Intents e filtros de Intents. Disponível em: <https://developer.android.com/guide/components/Intents-filters?hl=pt-br>. Acesso em: 28 out. 2019.O trecho apresentado refere-se a um dos modelos de Intents utilizado no Android. Considerando essas informações e o conteúdo estudado sobre o Intent de desenvolvimento Android, pode-se afirmar que um Intent se refere:",à navegação inovadora e codificação Android.
"Leia o excerto a seguir:“Os Intents permitem iniciar uma atividade em outro aplicativo descrevendo uma ação simples que você gostaria de executar (como ‘exibir um mapa’ ou ‘tirar uma fotografia’) em um objeto Intent. Ele especifica uma ação que fornece alguns dados com os quais realizar a ação.” Fonte: DEVELOPERS. Intents e filtros de Intents. Disponível em: <https://developer.android.com/guide/components/Intents-common?hl=pt-br>. Acesso em: 28 out. 2019.Considerando essas informações e o conteúdo estudado sobre o Intent de desenvolvimento Android, analise as afirmativas a seguir e assinale V para a(s) verdadeira(s) e F para a(s) falsa(s). I. ( ) Um Intent pode ser definido como uma manipulação de dados visualizada analogicamente, como um endereço de web, por exemplo.II. ( ) A relação existente entre o Intent e o seu respectivo aplicativo é estabelecida por uma web especifica. III. ( ) Ao apresentar os Intents e os Intent filters, é preciso defini-los como estruturas inovadoras utilizadas para auxiliar na navegação e ativação de um Android.IV. ( ) Várias ações oriundas do Intent são estabelecidas como itens pertencentes à classe Intent. No entanto, os responsáveis pela criação de aplicativos podem desenvolver também novas ações.Agora, assinale a alternativa que apresenta a sequência correta:","F, F, V, V."
"Leia o excerto a seguir:“[...] primeiro você vai criar uma classe que usa o Android para desenvolver uma superfície em branco para desenhar. Você vai usar os comandos OpenGL ES para desenhar um quadrado e um cubo animado na superfície. Para começar, abra um novo projeto chamado OpenGLSquare e crie uma Activity chamada OpenGLSquare.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado evidencia os procedimentos para criar uma classe que utiliza o Android. Considerando essas informações e o conteúdo estudado sobre a apresentação da OpenGL e RenderScript do Android, pode-se afirmar que os conceitos essenciais do OpenGL ES:",são utilizados para o desenvolvimento de um OpenGLContext e uma Window direcionada para a criação de desenhos.
"Leia o excerto a seguir: “Intents e IntentFilters trazem o paradigma ‘clique aqui’ para o núcleo do uso (e desenvolvimento) de aplicativos móveis para a plataforma Android. [...] Um IntentFilter é uma declaração de capacidade e interesse em oferecer assistência àqueles em necessidade. Ele pode ser genérico ou específico em relação a quais Intents ele oferece seu serviço.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.Considerando essas informações e o conteúdo estudado sobre o Intent de desenvolvimento Android, pode-se afirmar que o IntentFilter indica um campo denominado categoria que se caracteriza por:",ajudar na classificação de uma determinada ação.
"Leia o excerto a seguir:“Não é difícil imaginar que uma experiência de usuário absolutamente única é possível com o Android por causa da variedade de Activitys com IntentFilters específicos instalados em cada dispositivo. Sua arquitetura é passível de atualização de diversos aspectos de uma instalação Android para fornecer funcionalidades e personalização sofisticadas.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.Considerando essas informações e o conteúdo estudado sobre os principais modelos de componentes Android, pode-se afirmar que o uso de uma Activity está relacionado à:","uma tela visível, pois existe uma relação individualizada entre uma Activity e uma tela de interface do usuário."
"Leia o excerto a seguir: “Foi projetado para bloquear uma área na tela para exibir um único item. Geralmente, deve ser usado para manter uma única exibição filho, porque pode ser difícil organizar as exibições filho de uma maneira escalável, para diferentes tamanhos de tela, sem que os filhos se sobreponham.”Fonte: DEVELOPERS. FrameLayout. Disponível em: <https://developer.android.com/reference/android/widget/FrameLayout>. Acesso em: 28 out. 2019. (Adaptado).O trecho apresentado traz as características de um modelo de layout. Considerando essas informações e o conteúdo estudado sobre os principais modelos de layout, pode-se afirmar que o gerenciador que disponibiliza todos os elementos em forma de pilha leva em consideração que o último elemento inserido e que se encontra no topo é o:",FrameLayout
"Leia o excerto a seguir:“Não é difícil imaginar que uma experiência de usuário absolutamente única é possível com o Android por causa da variedade de Activitys com IntentFilters específicos instalados em cada dispositivo. Sua arquitetura é passível de atualização de diversos aspectos de uma instalação Android para fornecer funcionalidades e personalização sofisticadas.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.Considerando essas informações e o conteúdo estudado sobre os principais modelos de componentes Android, pode-se afirmar que o uso de uma Activity está relacionado à:","uma tela visível, pois existe uma relação individualizada entre uma Activity e uma tela de interface do usuário."
"Leia o excerto a seguir:“A atualização de Android em ação representa nosso esforço mais recente para proporcionar a cobertura de assuntos importantes do desenvolvimento Android, a saber: a expansão para o espaço do tablet com o Android 3x, bem como os avanços dos elementos gráficos e de mídia móveis, como o RenderScript.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.Considerando essas informações e o conteúdo estudado sobre a apresentação da OpenGL e RenderScript do Android, pode-se afirmar que o RenderScript tem o objetivo de:","auxiliar os seus desenvolvedores na busca de uma performance elevada, direcionada para operações gráficas."
"Leia o excerto a seguir:“Com o Android, você pode criar desenhos simples usando uma abordagem de arquivo XML. Você pode querer usar XML por vários motivos. Uma razão básica é porque é simples de fazer. Além disso, vale a pena ter em mente que os elementos gráficos descritos por XML podem ser modificados posteriormente por meio de programação, assim o XML fornece uma maneira simples de fazer o projeto inicial, que não é necessariamente estático.”Fonte: ABLESON, W. et al.  Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata dos aspectos referentes aos arquivos XML. Considerando essas informações e o conteúdo estudado sobre elementos gráficos e animações com a API Graphics do Android, pode-se afirmar que um dos motivos que estimulam o uso de um arquivo XML está associado aos:","elementos gráficos apresentados por XML, que podem ser alterados posteriormente através de programação."
"Leia o excerto a seguir:“Um ContentProvider pode usar qualquer forma de mecanismo de armazenamento de dados disponível na plataforma Android, incluindo arquivos, bancos de dados SQLite ou mesmo um mapa hash de memória se não for necessária a persistência dos dados. O ContentProvider é uma camada de dados que fornece abstração de dados para seus clientes e centraliza as rotinas de armazenamento e recuperação em um único local.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata das funcionalidades de um ContentProvider e suas aplicações, de maneira geral. Considerando essas informações e o conteúdo estudado sobre os principais modelos de componentes Android, pode-se afirmar que o Contentprovider tem como um de seus aspectos:","a inserção de uma série padronizada de métodos, possibilitando a um aplicativo o acesso a um arquivo de dados."
"Leia o excerto a seguir:“Aplicativos para fazer slides permitem criar apresentações profissionais pelo celular, sem depender de um computador. Os usuários podem editar as páginas individualmente, selecionar templates prontos, mudar o layout e inserir textos, fotos e elementos gráficos.”Fonte: FERNANDES, R. Aplicativo para fazer slide: veja melhores apps para baixar no celular. 2019. Disponível em: <https://www.techtudo.com.br/listas/2019/02/aplicativo-para-fazer-slide-veja-melhores-apps-para-baixar-no-celular.ghtml>. Acesso em: 28 out. 2019.Considerando essas informações e o conteúdo estudado sobre os gerenciadores de layout, pode-se afirmar que os componentes gráficos são derivados:","de subclasses das classes definidas como View e ViewGroup, pois servem de referência para o desenvolvimento dos layouts."
"Leia o excerto a seguir:“[...] primeiro você vai criar uma classe que usa o Android para desenvolver uma superfície em branco para desenhar. Você vai usar os comandos OpenGL ES para desenhar um quadrado e um cubo animado na superfície. Para começar, abra um novo projeto chamado OpenGLSquare e crie uma Activity chamada OpenGLSquare.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado evidencia os procedimentos para criar uma classe que utiliza o Android. Considerando essas informações e o conteúdo estudado sobre a apresentação da OpenGL e RenderScript do Android, pode-se afirmar que os conceitos essenciais do OpenGL ES:",são utilizados para o desenvolvimento de um OpenGLContext e uma Window direcionada para a criação de desenhos.
"Leia o excerto a seguir: “A conhecida classe Intent é usada para ativar BroadcastReceivers. Os parâmetros serão diferentes, dependendo de se você está iniciando uma Activity, um Service ou um BroadcastReceiver, mas é a mesma classe Intent usada por toda a plataforma Android.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata do uso de uma Intent nos modelos que compõem um Android. Considerando essas informações e o conteúdo estudado sobre os principais modelos de componentes Android, analise os modelos disponíveis a seguir e associe-os com suas respectivas características.1) Activity.2) Service.3) BroadcastReceiver.4) ContentProvider .( ) Pode ser utilizado dentro de uma base periódica, ligado a um alarme de sistema, e posteriormente ser encerrado, quando a atividade for executada de maneira completa.( ) É utilizado caso o aplicativo deseje receber/efetuar chamadas telefônicas ou mensagens.( ) Modelo que apresenta interfaces do usuário replicando situações iniciadas pelo sistema ou pelo usuário.( ) Utilizado, dentre outros aspectos, quando um elemento do aplicativo necessita de dados provenientes de outros aplicativos.Agora, assinale a alternativa que apresenta a sequência correta:","2, 3, 1, 4."
"Leia o excerto a seguir:“Uma maneira de desenhar várias formas com XML é criar vários arquivos XML que representem formas diferentes. Uma maneira simples de fazer isso é alterar o arquivo xmldrawable.xml, que adiciona uma série de formas e as empilha verticalmente.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado traz as características de um Drawable XML. Considerando essas informações e o conteúdo estudado sobre os elementos gráficos e animações com a API Graphics do Android, pode-se afirmar que o uso da Drawable XML do Android permite:","a adoção do padrão retângulo, além de ser possível selecionar um padrão distinto, utilizando-se a tag type."
"Leia o excerto a seguir:“Se você já trabalhou com OpenGL, achará a implementação do OpenGL ES do Android razoavelmente simples. Você deve se lembrar, no entanto, que os telefones celulares, tablets e outros dispositivos móveis não têm o poder de processamento gráfico de um desktop.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata das características ligadas ao uso da OpenGL e sua simplicidade de uso. Considerando essas informações e o conteúdo estudado sobre a apresentação da OpenGL e RenderScript do Android, pode-se afirmar que a Open GL ES é:",a modalidade direcionada aos sistemas embarcados que estabelece uma API com características de diversas plataformas e linguagens.
"Leia o excerto a seguir:“Um ContentProvider pode usar qualquer forma de mecanismo de armazenamento de dados disponível na plataforma Android, incluindo arquivos, bancos de dados SQLite ou mesmo um mapa hash de memória se não for necessária a persistência dos dados. O ContentProvider é uma camada de dados que fornece abstração de dados para seus clientes e centraliza as rotinas de armazenamento e recuperação em um único local.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata das funcionalidades de um ContentProvider e suas aplicações, de maneira geral. Considerando essas informações e o conteúdo estudado sobre os principais modelos de componentes Android, pode-se afirmar que o Contentprovider tem como um de seus aspectos:","a inserção de uma série padronizada de métodos, possibilitando a um aplicativo o acesso a um arquivo de dados."
"Leia o excerto a seguir: “Um objeto Intent carrega informações que o sistema Android usa para determinar o componente a iniciar (como o nome exato do componente ou categoria do componente que deve receber o Intent), além de informações que o componente receptor usa para realizar a ação adequadamente (como a ação a tomar e os dados a usar. ”Fonte: DEVELOPERS. Intents e filtros de Intents. Disponível em: <https://developer.android.com/guide/components/Intents-filters?hl=pt-br>. Acesso em: 28 out. 2019.Considerando essas informações e o conteúdo estudado sobre o Intent de desenvolvimento Android, analise as afirmativas a seguir.I. O framework apresenta uma elevada influência dentro de um aplicativo Android, posto que aplica uma visão web direcionada para os aplicativos.II. A internet é extremamente poderosa, visto que as distâncias físicas foram reduzidas a um clique realizado pelo usuário. Estes cliques são denominados mainframes.III. As plataformas que apresentam situações rotineiras de um desktop ao utilizar um dispositivo móvel só serão possíveis se um conjunto reduzido de usuários do modelo hardcore for utilizado.IV. O uso de dispositivos móveis com menus longos e utilização de diversos aspectos costuma apresentar uma boa aceitação no mercado móvel.Está correto apenas o que se afirma em:",I e III.
"Leia o excerto a seguir:“O XML também define LayoutParams usando a convenção android:layout_[attribute], onde [attribute] se refere a um atributo de layout como largura ou altura. Além do layout, você também pode definir outros atributos relacionados à view em XML, como android:padding, que é análogo ao método setPadding().”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado discorre sobre as definições atribuídas ao arquivo XML. Considerando essas informações e o conteúdo estudado sobre os elementos gráficos e animações com a API Graphics do Android, pode-se afirmar que a tag padding tem a função de:","determinar, dentre outros aspectos, o espaço existente entre os objetos na interface do usuário."
"Leia o excerto a seguir:“Os Intents permitem iniciar uma atividade em outro aplicativo descrevendo uma ação simples que você gostaria de executar (como ‘exibir um mapa’ ou ‘tirar uma fotografia’) em um objeto Intent. Ele especifica uma ação que fornece alguns dados com os quais realizar a ação.” Fonte: DEVELOPERS. Intents e filtros de Intents. Disponível em: <https://developer.android.com/guide/components/Intents-common?hl=pt-br>. Acesso em: 28 out. 2019.Considerando essas informações e o conteúdo estudado sobre o Intent de desenvolvimento Android, analise as afirmativas a seguir e assinale V para a(s) verdadeira(s) e F para a(s) falsa(s). I. ( ) Um Intent pode ser definido como uma manipulação de dados visualizada analogicamente, como um endereço de web, por exemplo.II. ( ) A relação existente entre o Intent e o seu respectivo aplicativo é estabelecida por uma web especifica. III. ( ) Ao apresentar os Intents e os Intent filters, é preciso defini-los como estruturas inovadoras utilizadas para auxiliar na navegação e ativação de um Android.IV. ( ) Várias ações oriundas do Intent são estabelecidas como itens pertencentes à classe Intent. No entanto, os responsáveis pela criação de aplicativos podem desenvolver também novas ações.Agora, assinale a alternativa que apresenta a sequência correta:","F, F, V, V."
"Leia o excerto a seguir:“Cada subclasse LayoutParams apresenta a sua própria sintaxe para definir valores. Cada elemento denominado de ‘filho’ deve definir LayoutParams apropriados para o pai, embora possa também definir diferentes LayoutParams para os próprios filhos.”Fonte: DEVELOPERS. Layouts. Disponível em: <https://developer.android.com/guide/topics/ui/declaring-layout?hl=pt-br>. Acesso em: 28 out. 2019. Considerando essas informações e o conteúdo estudado sobre os principais modelos de layout, pode-se afirmar que os requisitos básicos que ajudam nas configurações e implementações dos layouts são:",Match_Parent e Wrap_Content.
"Leia o excerto a seguir:“Se você já trabalhou com OpenGL, achará a implementação do OpenGL ES do Android razoavelmente simples. Você deve se lembrar, no entanto, que os telefones celulares, tablets e outros dispositivos móveis não têm o poder de processamento gráfico de um desktop.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata das características ligadas ao uso da OpenGL e sua simplicidade de uso. Considerando essas informações e o conteúdo estudado sobre a apresentação da OpenGL e RenderScript do Android, pode-se afirmar que a Open GL ES é:",a modalidade direcionada aos sistemas embarcados que estabelece uma API com características de diversas plataformas e linguagens.
"Leia o excerto a seguir:“Se uma imagem diz mais que mil palavras, então uma animação deve dizer muito mais. O Android suporta vários métodos para criar animação, seja por meio de XML, por animações quadro a quadro XML do Android usando a API Graphics do Android ou por meio do suporte do Android para OpenGL ES.”Fonte: ABLESON, W. et al.  Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata das funcionalidades da API Graphics do Android. Considerando essas informações e o conteúdo estudado sobre elementos gráficos e animações com a API Graphics do Android, analise os componentes disponíveis a seguir e associe-os com suas respectivas características.1) Pacote Android.Graphics.2) ShapeDrawable.3) RectShape.4) Método setBounds.( ) Através dele será possível acrescentar formas ao desenho criado.( ) Estabelece o limite no qual o usuário irá desenhar o retângulo utilizando o método draw.( ) Método onde é possível estabelecer formas para o desenho, a começar pelo código.( ) Disponibiliza todas as classes de nível mais baixo necessárias para que o usuário desenvolva elementos gráficos.Agora, assinale a alternativa que apresenta a sequência correta:","2, 4, 3, 1."
"Leia o trecho a seguir:“O arquivo AndroidManifest.xml existe na raiz do diretório do aplicativo e contém todas as relações projetadas entre um aplicativo específico e os Intents. Os arquivos AndroidManfest.xml agem como descritores de implementação de aplicativos Android.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata da definição de um arquivo AndroidManifest.xml e suas funcionalidades. Considerando essas informações e o conteúdo estudado sobre os principais modelos de componentes Android, pode-se afirmar que o aplicativo, ao inserir um componente receiver dentro do arquivo AndroidManfest.xml, indica que:",este aplicativo descreverá o nome inserido na classe BroadcastReceiver e seus IntentFilters.
"Leia o excerto a seguir:“Embora o Android ofereça suporte para aceleração de hardware, alguns aparelhos e dispositivos que executam o Android tiveram problemas de desempenho com OpenGL ES no passado. Antes de embarcar em um projeto usando OpenGL, considere o hardware alvo e faça testes exaustivos para se certificar de que você não sobrecarregue o seu hardware com elementos gráficos OpenGL.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata das limitações do OpenGL ES ocorridas no passado e suas possíveis soluções. Considerando essas informações e o conteúdo estudado sobre a apresentação da OpenGL e RenderScript do Android, pode-se afirmar que a OpenGL ES foi desenvolvida:",pela Khronos Group e representa uma API espetacular para componentes gráficos nas versões 2D e 3D.
"Leia o excerto a seguir:“Um ViewGroup é uma visão especial que pode conter outras visões, chamadas de filhos. O grupo de visões é a classe base para layouts e contêineres de visões. Essa classe também define a classe ViewGroup.LayoutParams, que serve como a classe base para os parâmetros de layouts.”Fonte: DEVELOPERS. ViewGroup. Disponível em: <https://developer.android.com/reference/android/view/ViewGroup>. Acesso em: 28 out. 2019. (Adaptado).O trecho apresentado traz a definição de uma Viewgroup. Considerando essas informações e o conteúdo estudado sobre os gerenciadores de layout, pode-se afirmar que uma ViewGroup é:",uma classe que dispõe de diversos componentes menores.
"Leia o excerto a seguir:“Uma maneira de desenhar várias formas com XML é criar vários arquivos XML que representem formas diferentes. Uma maneira simples de fazer isso é alterar o arquivo xmldrawable.xml, que adiciona uma série de formas e as empilha verticalmente.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado traz as características de um Drawable XML. Considerando essas informações e o conteúdo estudado sobre os elementos gráficos e animações com a API Graphics do Android, pode-se afirmar que o uso da Drawable XML do Android permite:","a adoção do padrão retângulo, além de ser possível selecionar um padrão distinto, utilizando-se a tag type."
"Leia o excerto a seguir:“A atualização de Android em ação representa nosso esforço mais recente para proporcionar a cobertura de assuntos importantes do desenvolvimento Android, a saber: a expansão para o espaço do tablet com o Android 3x, bem como os avanços dos elementos gráficos e de mídia móveis, como o RenderScript.”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.Considerando essas informações e o conteúdo estudado sobre a apresentação da OpenGL e RenderScript do Android, pode-se afirmar que o RenderScript tem o objetivo de:","auxiliar os seus desenvolvedores na busca de uma performance elevada, direcionada para operações gráficas."
"Leia o excerto a seguir:“Se uma imagem diz mais que mil palavras, então uma animação deve dizer muito mais. O Android suporta vários métodos para criar animação, seja por meio de XML, por animações quadro a quadro XML do Android usando a API Graphics do Android ou por meio do suporte do Android para OpenGL ES.”Fonte: ABLESON, W. et al.  Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado trata das funcionalidades da API Graphics do Android. Considerando essas informações e o conteúdo estudado sobre elementos gráficos e animações com a API Graphics do Android, analise os componentes disponíveis a seguir e associe-os com suas respectivas características.1) Pacote Android.Graphics.2) ShapeDrawable.3) RectShape.4) Método setBounds.( ) Através dele será possível acrescentar formas ao desenho criado.( ) Estabelece o limite no qual o usuário irá desenhar o retângulo utilizando o método draw.( ) Método onde é possível estabelecer formas para o desenho, a começar pelo código.( ) Disponibiliza todas as classes de nível mais baixo necessárias para que o usuário desenvolva elementos gráficos.Agora, assinale a alternativa que apresenta a sequência correta:","2, 4, 3, 1."
"Leia o trecho a seguir: “Os Intents explícitos especificam qual aplicativo atenderá ao Intent, fornecendo o nome do pacote do aplicativo de destino ou o nome da classe de um componente totalmente qualificado. Normalmente, usa-se um Intent explícito para iniciar um componente no próprio aplicativo porque se sabe o nome de classe da atividade ou do serviço que se quer iniciar.”Fonte: DEVELOPERS. Intents e filtros de Intents. Disponível em: <https://developer.android.com/guide/components/Intents-filters?hl=pt-br>. Acesso em: 28 out. 2019.O trecho apresentado refere-se a um dos modelos de Intents utilizado no Android. Considerando essas informações e o conteúdo estudado sobre o Intent de desenvolvimento Android, pode-se afirmar que um Intent se refere:",à navegação inovadora e codificação Android.
"Leia o excerto a seguir: “Foi projetado para bloquear uma área na tela para exibir um único item. Geralmente, deve ser usado para manter uma única exibição filho, porque pode ser difícil organizar as exibições filho de uma maneira escalável, para diferentes tamanhos de tela, sem que os filhos se sobreponham.”Fonte: DEVELOPERS. FrameLayout. Disponível em: <https://developer.android.com/reference/android/widget/FrameLayout>. Acesso em: 28 out. 2019. (Adaptado).O trecho apresentado traz as características de um modelo de layout. Considerando essas informações e o conteúdo estudado sobre os principais modelos de layout, pode-se afirmar que o gerenciador que disponibiliza todos os elementos em forma de pilha leva em consideração que o último elemento inserido e que se encontra no topo é o:",FrameLayout
"Leia o excerto a seguir:“Aplicativos para fazer slides permitem criar apresentações profissionais pelo celular, sem depender de um computador. Os usuários podem editar as páginas individualmente, selecionar templates prontos, mudar o layout e inserir textos, fotos e elementos gráficos.”Fonte: FERNANDES, R. Aplicativo para fazer slide: veja melhores apps para baixar no celular. 2019. Disponível em: <https://www.techtudo.com.br/listas/2019/02/aplicativo-para-fazer-slide-veja-melhores-apps-para-baixar-no-celular.ghtml>. Acesso em: 28 out. 2019.Considerando essas informações e o conteúdo estudado sobre os gerenciadores de layout, pode-se afirmar que os componentes gráficos são derivados:","de subclasses das classes definidas como View e ViewGroup, pois servem de referência para o desenvolvimento dos layouts."
"Leia o excerto a seguir:“O XML também define LayoutParams usando a convenção android:layout_[attribute], onde [attribute] se refere a um atributo de layout como largura ou altura. Além do layout, você também pode definir outros atributos relacionados à view em XML, como android:padding, que é análogo ao método setPadding().”Fonte: ABLESON, W. et al. Android em ação. Rio de Janeiro: Elsevier, 2012.O trecho apresentado discorre sobre as definições atribuídas ao arquivo XML. Considerando essas informações e o conteúdo estudado sobre os elementos gráficos e animações com a API Graphics do Android, pode-se afirmar que a tag padding tem a função de:","determinar, dentre outros aspectos, o espaço existente entre os objetos na interface do usuário."
"Leia o trecho a seguir:“Preparar e lançar versões você pode gerenciar o Android App Bundle (que é o formato de publicação recomendado pelo Google Play) ou os APK’s do seu App e lançá-lo em uma faixa específica. Cada versão é uma combinação de um ou mais artefatos preparados com o objetivo de lançar um App ou uma atualização.”Fonte: DEVELOPER. Preparar e lançar versões. Disponível em: <https://support.google.com/googleplay/android-developer/answer/7159011?hl=pt-BR>. Acesso em: 14 Nov. 2019.Considerando essas informações e o conteúdo estudado sobre o envio de um software para lojas de aplicativos do Google Play, pode-se afirmar que a preparação do aplicativo ocorre quando:",o usuário consegue compilar uma versão de lançamento do aplicativo.
"Leia o texto a seguir:“Quando o usuário navegar para o link de download no dispositivo Android, o arquivo será transferido, e o sistema Android iniciará automaticamente a instalação no dispositivo. No entanto, o processo de instalação só começará automaticamente se as configurações do usuário estiverem definidas para permitir a instalação de App’s provenientes de fontes desconhecidas.” Fonte: DEVELOPER. Publicar seu app. Disponível em: <https://developer.android.com/studio/publish?hl=pt-br>. Acesso em: 14 Nov. 2019.Considerando essas informações e o conteúdo estudado sobre os Aplicativos direcionados aos usuários e sites, é possível afirmar, entre outros aspectos, que a publicação em outras plataformas depende:",da preparação do aplicativo para o lançamento e o acolhimento do arquivo do APK disponível para o lançamento no site.
